region,lat,lon,tile_basename,hand_lambda_m,chosen_lambda_m,chosen_crest_az_deg,chosen_prom_frac,chosen_rel_power,within_tol,confidence,pct_diff_from_hand,n_candidates,all_candidates
Taklamakan,38.5,82.0,Taklamakan_lat38p50_lon82p00,800.0,799.0,138.8,0.521,0.661,True,high,0.1,17,88@186(p0.21);281@171(p0.20);334@186(p0.39);398@221(p0.24);532@184(p0.43);633@166(p0.23);799@139(p0.52);1132@184(p0.68);1348@191(p1.00);2145@124(p0.93);2409@186(p0.95);2706@181(p1.00);3221@224(p1.00);3618@189(p1.00);4307@171(p1.00);5434@169(p1.00);7265@194(p1.00)
Taklamakan,38.5,82.5,Taklamakan_lat38p50_lon82p50,1000.0,951.1,216.2,0.767,0.686,True,high,4.9,21,49@101(p0.60);334@224(p0.24);398@219(p0.38);532@214(p0.30);633@226(p0.37);711@211(p0.36);847@211(p0.46);951@216(p0.77);1068@191(p0.28);1200@214(p0.44);1348@189(p0.27);1514@224(p0.87);2024@224(p0.55);2273@234(p0.17);2553@219(p0.44);3618@229(p0.73);4064@224(p1.00);5127@159(p1.00);5759@141(p1.00);7265@229(p1.00);8648@141(p1.00)
Taklamakan,38.5,82.75,Taklamakan_lat38p50_lon82p75,1100.0,1008.0,208.8,0.754,0.833,True,high,8.4,18,52@104(p0.80);315@219(p0.25);532@206(p0.39);598@201(p0.30);711@216(p0.24);1008@209(p0.75);1200@196(p0.57);1428@204(p0.24);1604@209(p0.98);1802@209(p0.26);2145@209(p0.22);2706@209(p0.85);3414@201(p0.26);3835@211(p1.00);4838@211(p1.00);5759@219(p1.00);6468@151(p1.00);8648@219(p1.00)
Taklamakan,38.5,83.0,Taklamakan_lat38p50_lon83p00,2000.0,2145.0,228.8,0.487,0.228,True,high,7.3,16,55@256(p0.90);422@211(p0.21);502@209(p0.45);598@216(p0.23);671@204(p0.68);754@209(p0.34);951@209(p0.40);1514@206(p0.51);1700@204(p0.90);2145@229(p0.49);3040@199(p1.00);3414@201(p0.25);4064@206(p0.47);4838@211(p1.00);6468@209(p1.00);7265@194(p1.00)
Taklamakan,38.5,83.25,Taklamakan_lat38p50_lon83p25,2000.0,1909.8,203.8,0.344,0.964,True,high,4.5,17,55@229(p0.29);265@199(p0.63);447@199(p0.17);799@199(p0.30);951@199(p0.18);1132@199(p0.62);1514@199(p0.59);1910@204(p0.34);2145@201(p1.00);2553@201(p0.35);2868@204(p0.90);3221@194(p0.89);3618@194(p0.94);4565@189(p1.00);5434@191(p1.00);6468@151(p1.00);7265@194(p1.00)
Taklamakan,38.5,83.75,Taklamakan_lat38p50_lon83p75,1500.0,1347.7,208.8,0.998,1.0,True,high,10.2,20,66@239(p0.79);236@214(p0.23);281@216(p0.20);315@209(p0.15);598@209(p0.32);671@216(p0.54);799@209(p0.28);951@214(p0.40);1068@221(p0.18);1348@209(p1.00);1802@206(p0.74);2273@194(p0.17);3040@199(p0.95);3414@106(p0.28);4064@239(p0.41);4565@181(p0.79);5434@201(p1.00);6103@219(p1.00);6855@106(p1.00);9166@219(p1.00)
Taklamakan,38.5,84.0,Taklamakan_lat38p50_lon84p00,1600.0,1604.3,201.2,0.595,0.498,True,high,0.3,18,70@241(p0.75);210@224(p0.23);298@221(p0.40);334@219(p0.25);532@221(p0.20);754@214(p0.67);951@209(p0.51);1272@216(p0.97);1604@201(p0.60);2024@206(p0.86);2273@204(p0.43);2706@214(p0.69);3414@209(p0.70);3835@214(p0.79);4565@219(p1.00);5759@219(p1.00);6855@209(p1.00);8648@141(p1.00)
Taklamakan,38.5,84.25,Taklamakan_lat38p50_lon84p25,1200.0,1132.2,193.8,0.194,0.189,True,high,5.7,16,70@241(p0.82);176@219(p0.32);265@219(p0.21);354@186(p0.42);447@226(p0.17);671@184(p0.49);847@214(p0.33);1132@194(p0.19);1272@199(p0.31);1514@196(p0.18);1700@196(p1.00);2024@191(p0.58);2706@196(p0.97);4565@171(p1.00);5127@244(p1.00);7265@231(p1.00)
Taklamakan,38.5,84.5,Taklamakan_lat38p50_lon84p50,1200.0,1271.7,211.2,0.425,0.27,True,high,6.0,20,74@251(p0.75);198@231(p0.17);250@226(p0.90);315@231(p0.15);422@224(p0.22);502@224(p0.21);633@224(p0.48);1008@196(p0.63);1272@211(p0.43);1514@196(p0.73);1700@184(p0.30);2145@194(p0.53);2706@224(p0.38);3040@229(p0.89);3618@219(p1.00);4064@259(p1.00);4565@259(p1.00);5127@244(p1.00);6103@239(p1.00);7265@231(p1.00)
Taklamakan,38.5,84.75,Taklamakan_lat38p50_lon84p75,1800.0,1700.3,196.2,0.477,0.599,True,high,5.5,22,78@249(p0.73);210@229(p0.40);334@231(p0.29);398@181(p0.19);447@181(p0.23);502@181(p0.22);671@181(p0.29);754@181(p0.62);847@181(p0.38);951@181(p0.48);1200@206(p0.42);1514@181(p1.00);1700@196(p0.48);1910@181(p0.96);2273@181(p0.99);2553@181(p1.00);2868@181(p0.98);3221@181(p1.00);3835@181(p1.00);4565@181(p1.00);5759@181(p1.00);7700@181(p1.00)
Taklamakan,38.5,85.0,Taklamakan_lat38p50_lon85p00,900.0,951.1,176.2,0.763,0.099,True,high,5.7,17,70@244(p1.00);354@149(p0.35);447@136(p0.18);633@146(p0.23);847@164(p0.19);951@176(p0.76);1200@146(p0.35);1604@146(p0.77);2145@96(p0.16);2553@174(p0.48);3040@194(p0.23);3414@254(p1.00);4064@239(p0.93);5434@191(p1.00);6103@239(p1.00);6855@106(p1.00);8648@246(p1.00)
Taklamakan,38.5,85.25,Taklamakan_lat38p50_lon85p25,700.0,753.9,131.2,0.313,0.029,True,high,7.7,18,74@254(p1.00);265@249(p0.22);315@134(p0.26);398@154(p0.21);474@144(p0.15);532@144(p0.38);633@99(p0.26);754@131(p0.31);1068@204(p0.73);1514@189(p0.53);1802@236(p0.83);2145@229(p0.42);2553@219(p0.75);2868@246(p0.57);4064@259(p1.00);5127@244(p1.00);6855@254(p1.00);8648@219(p1.00)
Taklamakan,38.5,85.75,Taklamakan_lat38p50_lon85p75,2000.0,1909.8,251.2,0.418,0.409,True,high,4.5,18,210@256(p0.33);334@234(p0.16);398@239(p0.46);474@224(p0.22);633@239(p0.54);799@259(p0.49);897@249(p0.20);1132@246(p1.00);1428@244(p0.21);1910@251(p0.42);2273@264(p0.23);2553@249(p0.89);2868@246(p0.89);3221@244(p0.38);5127@244(p1.00);6103@239(p1.00);6855@251(p1.00);8648@246(p1.00)
Taklamakan,38.75,78.5,Taklamakan_lat38p75_lon78p50,600.0,633.3,91.2,0.479,0.39,True,high,5.6,16,78@239(p1.00);281@91(p0.28);422@91(p0.24);474@91(p0.24);633@91(p0.48);754@91(p0.37);1008@91(p0.27);1272@91(p0.89);2409@91(p0.99);2868@91(p1.00);3221@91(p1.00);3618@91(p1.00);4064@91(p1.00);4838@91(p1.00);5759@91(p1.00);7265@91(p1.00)
Taklamakan,38.75,79.5,Taklamakan_lat38p75_lon79p50,1000.0,951.1,91.2,0.194,0.73,True,high,4.9,22,46@91(p1.00);187@91(p0.23);223@91(p0.21);315@91(p0.16);375@91(p0.19);422@91(p0.26);474@91(p0.17);564@91(p0.47);671@91(p0.20);951@91(p0.19);1200@91(p0.65);1514@94(p0.86);1802@91(p0.33);2024@91(p0.15);2409@91(p0.54);2868@91(p1.00);3618@91(p1.00);4064@91(p1.00);4565@91(p1.00);5759@91(p1.00);6855@91(p1.00);9166@91(p1.00)
Taklamakan,38.75,79.75,Taklamakan_lat38p75_lon79p75,1100.0,1068.3,91.2,0.377,0.155,True,high,2.9,16,41@261(p1.00);598@91(p0.28);711@91(p0.24);951@91(p0.46);1068@91(p0.38);1200@91(p0.50);1604@91(p0.81);1910@91(p0.91);2553@91(p1.00);3040@91(p0.96);3414@91(p1.00);4064@91(p1.00);4565@91(p1.00);5759@91(p1.00);6855@91(p1.00);9166@91(p1.00)
Taklamakan,38.75,82.5,Taklamakan_lat38p75_lon82p50,900.0,799.0,221.2,0.32,0.186,True,high,11.2,15,55@91(p0.81);210@226(p0.28);334@199(p0.18);375@224(p0.17);532@206(p0.38);799@221(p0.32);1132@204(p1.00);2145@194(p0.65);2706@209(p0.69);3040@214(p0.73);3618@186(p0.69);4307@199(p0.61);4838@211(p1.00);6468@151(p1.00);7265@194(p1.00)
Taklamakan,38.75,82.75,Taklamakan_lat38p75_lon82p75,1200.0,1271.7,206.2,0.254,0.199,True,high,6.0,22,74@91(p1.00);236@226(p0.21);315@91(p0.31);375@219(p0.21);598@209(p0.43);671@209(p0.33);754@206(p0.36);847@201(p0.66);1068@204(p0.41);1272@206(p0.25);1514@196(p0.76);1802@199(p0.79);2024@201(p0.86);2553@201(p0.81);2868@219(p1.00);3221@186(p0.82);3618@91(p0.55);4064@91(p1.00);4565@91(p1.00);5759@91(p1.00);6855@91(p1.00);9166@91(p1.00)
Taklamakan,38.75,83.0,Taklamakan_lat38p75_lon83p00,2000.0,2024.0,206.2,0.565,0.25,True,high,1.2,20,41@94(p1.00);59@91(p0.16);281@189(p0.25);447@91(p0.22);564@91(p0.27);633@196(p0.50);847@216(p0.49);951@209(p0.43);1200@91(p0.85);1700@194(p0.42);2024@206(p0.57);2553@206(p0.94);2868@204(p0.72);3221@209(p0.34);3618@194(p1.00);4064@206(p1.00);4838@91(p1.00);5759@91(p1.00);7265@91(p1.00);9166@91(p1.00)
Taklamakan,38.75,84.5,Taklamakan_lat38p75_lon84p50,2000.0,1909.8,91.2,1.0,1.0,True,high,4.5,21,41@91(p0.17);74@91(p0.69);236@91(p0.16);354@91(p0.15);502@91(p0.29);711@91(p0.23);951@91(p0.46);1068@91(p0.28);1200@91(p0.48);1514@91(p0.52);1700@91(p0.27);1910@91(p1.00);2145@194(p0.39);2409@194(p0.98);2868@186(p0.75);3221@91(p1.00);3618@91(p0.69);4064@91(p1.00);4838@91(p1.00);5759@91(p1.00);7265@91(p1.00)
Taklamakan,39.0,78.0,Taklamakan_lat39p00_lon78p00,60.0,78.2,176.2,0.172,0.508,False,low,30.4,20,41@176(p0.38);78@176(p0.17);140@176(p0.21);187@266(p0.26);250@266(p0.26);298@181(p0.29);474@181(p0.55);671@264(p0.35);847@199(p0.50);1068@214(p0.29);1272@191(p1.00);1514@181(p0.22);2024@196(p0.80);2273@146(p0.66);2868@174(p1.00);3221@186(p1.00);3835@181(p1.00);4565@171(p1.00);5434@169(p1.00);7700@181(p1.00)
Taklamakan,39.0,79.0,Taklamakan_lat39p00_lon79p00,800.0,897.4,91.2,0.958,0.182,True,high,12.2,16,105@256(p1.00);198@94(p0.17);315@99(p0.26);671@234(p0.46);897@91(p0.96);1068@96(p0.28);1514@261(p0.19);1700@139(p0.15);2145@199(p0.46);2868@141(p1.00);3618@131(p0.83);4064@136(p1.00);4565@101(p1.00);5759@91(p1.00);7265@166(p1.00);9166@91(p1.00)
Taklamakan,39.0,79.25,Taklamakan_lat39p00_lon79p25,1000.0,1068.3,103.8,0.383,0.118,True,high,6.8,19,88@249(p1.00);187@91(p0.25);375@99(p0.21);474@91(p0.20);598@91(p0.62);671@96(p0.45);847@91(p0.59);1068@104(p0.38);1200@91(p0.93);1604@144(p0.72);1802@136(p0.64);2145@171(p0.70);2868@156(p1.00);3618@174(p0.69);4064@206(p1.00);4565@234(p1.00);5759@219(p1.00);6855@251(p1.00);9166@91(p1.00)
Taklamakan,39.0,80.0,Taklamakan_lat39p00_lon80p00,900.0,951.1,96.2,0.366,0.013,True,high,5.7,14,41@94(p1.00);334@126(p0.37);532@121(p0.39);799@119(p0.84);951@96(p0.37);1132@134(p0.37);1348@101(p0.30);2024@259(p0.16);3414@219(p1.00);3835@224(p1.00);4307@196(p1.00);5434@191(p1.00);6855@91(p1.00);8648@219(p1.00)
Taklamakan,39.0,80.25,Taklamakan_lat39p00_lon80p25,700.0,671.2,116.2,0.304,0.08,True,high,4.1,15,41@94(p1.00);598@111(p0.93);671@116(p0.30);799@121(p0.40);897@101(p0.28);1132@114(p0.30);1428@94(p0.86);2024@96(p0.28);2273@101(p0.64);3414@219(p0.86);3835@224(p1.00);4565@91(p1.00);5434@191(p1.00);6468@209(p1.00);8648@246(p1.00)
Taklamakan,39.0,81.25,Taklamakan_lat39p00_lon81p25,600.0,633.3,118.8,0.175,0.013,True,high,5.6,16,55@211(p0.81);236@219(p0.18);398@214(p0.40);474@106(p0.27);532@126(p0.21);633@119(p0.17);847@126(p0.39);1802@134(p0.61);2024@131(p0.25);2409@219(p0.72);2706@221(p0.18);3835@206(p0.94);4307@219(p1.00);5759@219(p1.00);6468@109(p1.00);8648@246(p1.00)
Taklamakan,39.0,83.75,Taklamakan_lat39p00_lon83p75,1500.0,1428.4,213.8,0.458,0.428,True,high,4.8,16,70@234(p0.62);187@201(p0.17);281@201(p0.21);474@201(p0.54);598@201(p0.23);897@201(p0.57);1008@204(p0.19);1272@206(p0.87);1428@214(p0.46);1910@204(p1.00);2553@206(p0.91);2868@204(p0.23);4064@206(p0.52);4838@211(p1.00);6468@209(p1.00);7265@229(p1.00)
Taklamakan,39.0,84.0,Taklamakan_lat39p00_lon84p00,1300.0,1428.4,208.8,0.746,0.51,True,high,9.9,19,62@236(p0.88);236@219(p0.21);265@219(p0.30);375@219(p0.23);474@211(p0.29);598@211(p0.29);754@214(p0.66);897@206(p0.43);1068@214(p0.58);1428@209(p0.75);1700@209(p1.00);2553@206(p0.32);2868@209(p0.31);3221@214(p0.66);4307@199(p0.99);5127@201(p1.00);5759@91(p1.00);6855@209(p1.00);8648@114(p1.00)
Taklamakan,39.0,84.5,Taklamakan_lat39p00_lon84p50,2300.0,2409.3,188.8,1.0,1.0,True,high,4.8,15,70@254(p0.89);281@156(p0.33);315@184(p0.21);474@189(p0.47);633@189(p0.41);847@201(p0.56);1008@109(p0.22);1132@201(p0.80);1700@204(p0.38);2409@189(p1.00);2706@191(p0.75);3618@229(p0.71);4307@246(p1.00);5127@226(p1.00);7265@166(p1.00)
Taklamakan,39.0,85.0,Taklamakan_lat39p00_lon85p00,1600.0,1802.0,166.2,0.78,0.131,True,high,12.6,18,74@246(p1.00);298@171(p0.26);334@181(p0.28);447@186(p0.44);598@204(p0.41);799@221(p0.35);951@209(p0.55);1200@96(p0.55);1348@249(p0.94);1802@166(p0.78);2145@171(p0.44);2706@191(p0.17);3040@261(p0.96);4307@246(p0.97);5127@244(p1.00);6103@239(p1.00);6855@109(p1.00);8648@219(p1.00)
Taklamakan,39.0,85.25,Taklamakan_lat39p00_lon85p25,2000.0,2145.0,131.2,0.787,0.027,True,high,7.3,15,78@249(p1.00);375@184(p0.25);564@179(p0.37);671@174(p0.17);799@256(p0.39);1008@259(p0.94);1514@109(p0.59);2145@131(p0.79);2553@141(p0.97);2868@141(p0.18);3414@261(p1.00);4064@259(p1.00);5434@256(p1.00);6855@91(p1.00);8648@114(p1.00)
Taklamakan,39.0,85.5,Taklamakan_lat39p00_lon85p50,2700.0,2553.4,248.8,0.788,0.078,True,high,5.4,15,83@256(p1.00);474@174(p0.24);598@111(p0.22);754@119(p0.37);1068@254(p0.87);1514@261(p0.22);1802@91(p0.27);2145@176(p0.90);2553@249(p0.79);3040@161(p0.91);3414@159(p1.00);3835@109(p1.00);4565@101(p1.00);5434@104(p1.00);6855@251(p1.00)
Taklamakan,39.0,86.25,Taklamakan_lat39p00_lon86p25,2400.0,2553.4,196.2,0.674,0.044,True,high,6.4,18,93@254(p1.00);250@204(p0.19);354@186(p0.35);447@216(p0.25);532@171(p0.36);598@241(p0.54);754@219(p0.29);1008@214(p0.60);1272@176(p0.54);1514@209(p0.46);2024@211(p0.82);2553@196(p0.67);3221@224(p0.79);3835@224(p1.00);4307@246(p1.00);5434@256(p1.00);6468@109(p1.00);8648@246(p1.00)
Taklamakan,39.0,86.5,Taklamakan_lat39p00_lon86p50,2200.0,2024.0,213.8,0.668,0.011,True,high,8.0,17,70@256(p1.00);281@184(p0.27);315@226(p0.34);447@201(p0.16);598@219(p0.28);799@194(p0.48);1008@166(p0.71);1200@181(p0.52);1700@176(p0.52);2024@214(p0.67);2706@169(p0.35);3414@141(p0.76);3835@101(p1.00);4565@91(p1.00);5434@256(p1.00);6468@109(p1.00);8648@114(p1.00)
Taklamakan,39.0,86.75,Taklamakan_lat39p00_lon86p75,1600.0,1604.3,116.2,0.215,0.01,True,high,0.3,20,78@256(p1.00);265@209(p0.27);298@184(p0.23);375@176(p0.26);502@194(p0.37);598@181(p0.24);754@169(p0.36);897@144(p0.56);1200@181(p0.71);1348@191(p0.27);1604@116(p0.21);1910@171(p0.51);2409@149(p0.51);2706@151(p0.75);3221@244(p0.78);3835@259(p1.00);4307@219(p1.00);5434@104(p1.00);6468@151(p1.00);8648@246(p1.00)
Taklamakan,39.0,87.0,Taklamakan_lat39p00_lon87p00,600.0,597.6,188.8,0.357,0.255,True,high,0.4,19,88@239(p1.00);198@201(p0.16);315@174(p0.45);375@209(p0.15);447@169(p0.34);598@189(p0.36);711@176(p0.41);951@169(p0.70);1200@236(p0.65);1604@244(p0.61);2145@246(p0.49);2868@219(p0.16);3221@224(p0.62);3835@249(p1.00);4307@246(p1.00);4838@244(p1.00);5759@236(p1.00);6468@251(p1.00);8648@219(p1.00)
Taklamakan,39.25,78.25,Taklamakan_lat39p25_lon78p25,100.0,62.0,191.2,0.71,0.939,False,low,38.0,18,62@191(p0.71);198@186(p0.18);315@181(p0.23);564@181(p0.20);633@246(p0.54);711@216(p0.17);847@186(p0.31);1068@191(p1.00);1272@171(p0.20);1428@181(p0.77);2024@171(p0.99);2553@174(p1.00);2868@181(p0.99);3221@186(p1.00);3835@181(p1.00);4565@234(p1.00);5434@104(p1.00);7700@181(p1.00)
Taklamakan,39.25,78.5,Taklamakan_lat39p25_lon78p50,100.0,69.7,221.2,0.857,0.845,False,low,30.3,19,70@221(p0.86);315@181(p0.18);502@181(p0.40);598@181(p0.17);671@181(p0.36);799@181(p0.61);1008@181(p0.62);1132@181(p0.60);1348@181(p1.00);1604@181(p0.48);1910@181(p0.93);2273@181(p1.00);2553@181(p1.00);2868@181(p0.99);3221@181(p1.00);3835@181(p1.00);4565@181(p1.00);5759@181(p1.00);7700@181(p1.00)
Taklamakan,39.25,78.75,Taklamakan_lat39p25_lon78p75,1000.0,951.1,181.2,0.997,0.946,True,high,4.9,17,99@249(p0.47);236@181(p0.16);375@181(p0.15);447@181(p0.24);532@181(p0.23);754@181(p0.51);847@181(p0.51);951@181(p1.00);1604@181(p0.49);2024@181(p0.68);2273@181(p1.00);2706@181(p1.00);3221@181(p1.00);3618@181(p1.00);4565@181(p1.00);5434@181(p1.00);7265@181(p1.00)
Taklamakan,39.25,79.25,Taklamakan_lat39p25_lon79p25,1000.0,1068.3,96.2,0.914,0.107,True,high,6.8,14,99@254(p1.00);532@94(p0.30);711@96(p0.84);1068@96(p0.91);1428@91(p0.94);2145@131(p0.90);2553@244(p0.88);2868@204(p1.00);3414@219(p0.50);4064@206(p1.00);4565@101(p1.00);5759@219(p1.00);6855@109(p1.00);9166@91(p1.00)
Taklamakan,39.25,79.5,Taklamakan_lat39p25_lon79p50,1200.0,1428.4,258.8,0.667,0.018,True,high,19.0,15,78@259(p1.00);315@266(p0.30);375@94(p0.43);447@126(p0.24);633@99(p0.47);754@201(p0.15);951@91(p0.74);1428@259(p0.67);2273@204(p0.29);3040@199(p0.88);3414@201(p1.00);4307@164(p1.00);5434@256(p1.00);6855@251(p1.00);8648@246(p1.00)
Taklamakan,39.25,81.5,Taklamakan_lat39p25_lon81p50,600.0,633.3,201.2,0.219,0.049,True,high,5.6,19,44@259(p0.70);223@264(p0.24);265@226(p0.30);334@201(p0.18);447@206(p0.28);633@201(p0.22);711@204(p0.67);1068@124(p0.30);1348@204(p0.74);1700@116(p0.17);2024@106(p0.36);2409@219(p0.77);2706@221(p0.75);3221@224(p0.15);3835@111(p0.40);4307@231(p1.00);5759@236(p1.00);6468@206(p1.00);8648@219(p1.00)
Taklamakan,39.25,82.5,Taklamakan_lat39p25_lon82p50,900.0,951.1,211.2,0.434,0.622,True,high,5.7,14,52@269(p0.83);187@214(p0.24);474@209(p0.34);671@206(p0.28);799@209(p0.51);951@211(p0.43);1132@206(p1.00);1700@201(p0.23);1910@209(p0.66);2409@206(p0.45);3221@209(p0.68);3835@211(p1.00);4838@211(p1.00);6468@209(p1.00)
Taklamakan,39.25,83.0,Taklamakan_lat39p25_lon83p00,600.0,799.0,221.2,0.489,0.465,False,low,33.2,15,62@91(p0.75);236@231(p0.17);799@221(p0.49);1132@206(p0.68);1348@211(p0.44);1514@201(p0.38);1700@214(p0.91);2553@219(p0.33);3040@214(p0.91);3414@219(p0.50);4307@219(p1.00);5127@226(p1.00);5759@219(p1.00);7265@229(p1.00);8648@219(p1.00)
Taklamakan,39.25,83.75,Taklamakan_lat39p25_lon83p75,1400.0,1428.4,221.2,0.4,0.923,True,high,2.0,17,70@234(p0.65);223@209(p0.30);398@214(p0.24);474@214(p0.20);564@214(p0.18);754@211(p0.49);1008@221(p0.55);1132@216(p0.17);1428@221(p0.40);1802@206(p0.90);2409@211(p0.74);3221@209(p0.80);3618@186(p1.00);4838@211(p1.00);5759@181(p1.00);6468@209(p1.00);8648@141(p1.00)
Taklamakan,39.25,84.0,Taklamakan_lat39p25_lon84p00,1600.0,1513.8,221.2,0.302,0.346,True,high,5.4,17,59@234(p0.90);198@261(p0.22);315@214(p0.27);671@209(p0.24);847@209(p0.69);1068@209(p0.43);1272@201(p0.47);1514@221(p0.30);1700@204(p0.99);2409@199(p0.29);2868@204(p0.94);3414@201(p0.48);4307@199(p0.76);4838@211(p1.00);5759@219(p1.00);6468@209(p1.00);8648@219(p1.00)
Taklamakan,39.25,84.25,Taklamakan_lat39p25_lon84p25,1500.0,1700.3,193.8,1.0,1.0,True,high,13.4,16,70@236(p0.56);375@194(p0.20);422@194(p0.36);502@194(p0.29);633@194(p0.58);799@194(p0.49);1272@194(p0.77);1700@194(p1.00);2145@194(p0.58);2409@194(p0.87);2706@191(p0.88);3221@194(p0.65);3618@194(p0.92);4307@199(p1.00);5434@191(p1.00);7265@194(p1.00)
Taklamakan,39.25,84.5,Taklamakan_lat39p25_lon84p50,2000.0,2273.3,213.8,0.926,0.221,True,high,13.7,15,70@246(p1.00);223@181(p0.16);398@186(p0.23);447@221(p0.32);671@216(p0.15);897@239(p0.53);1008@224(p0.20);1132@214(p0.85);1604@211(p0.94);2273@214(p0.93);3835@181(p0.30);4307@199(p0.47);5127@244(p1.00);6855@109(p1.00);8648@141(p1.00)
Taklamakan,39.25,85.0,Taklamakan_lat39p25_lon85p00,2000.0,2145.0,236.2,0.863,0.116,True,high,7.3,16,70@239(p1.00);315@171(p0.33);447@186(p0.36);633@124(p0.16);1132@249(p0.95);1272@256(p0.30);1700@261(p0.72);2145@236(p0.86);2553@201(p0.32);3040@261(p0.89);3618@186(p0.79);4064@101(p0.62);5434@256(p1.00);6103@121(p1.00);6855@251(p1.00);8648@114(p1.00)
Taklamakan,39.25,85.25,Taklamakan_lat39p25_lon85p25,2000.0,2024.0,153.8,0.715,0.107,True,high,1.2,18,66@264(p1.00);315@244(p0.44);532@196(p0.34);598@194(p0.49);711@214(p0.37);951@254(p0.95);1200@229(p0.78);1514@249(p0.68);2024@154(p0.72);2409@194(p0.24);2706@174(p0.55);3040@194(p0.47);3618@241(p0.71);4064@91(p0.70);5434@256(p1.00);6103@239(p1.00);6855@251(p1.00);8648@141(p1.00)
Taklamakan,39.25,85.5,Taklamakan_lat39p25_lon85p50,2000.0,2024.0,223.8,0.333,0.112,True,high,1.2,18,78@246(p1.00);315@144(p0.26);354@141(p0.36);398@181(p0.20);502@124(p0.27);633@119(p0.30);799@241(p0.67);951@236(p0.20);1068@249(p0.30);1200@94(p0.31);1348@91(p0.21);1604@256(p0.91);2024@224(p0.33);2273@251(p0.74);3040@199(p0.56);5434@181(p1.00);6855@109(p1.00);8648@219(p1.00)
Taklamakan,39.25,86.25,Taklamakan_lat39p25_lon86p25,700.0,671.2,163.8,0.34,0.053,True,high,4.1,15,66@244(p1.00);422@151(p0.33);532@161(p0.36);671@164(p0.34);847@184(p0.60);1200@201(p0.50);1910@91(p0.82);2553@249(p0.52);3040@254(p0.86);3835@259(p1.00);4307@114(p1.00);4838@116(p1.00);5759@219(p1.00);6468@109(p1.00);8648@246(p1.00)
Taklamakan,39.25,86.5,Taklamakan_lat39p25_lon86p50,700.0,753.9,196.2,0.431,0.061,True,high,7.7,18,59@249(p0.99);265@211(p0.33);375@219(p0.21);474@206(p0.28);598@224(p0.43);754@196(p0.43);1068@189(p0.64);1428@206(p0.37);1700@246(p0.84);2273@204(p0.88);2706@181(p0.65);3414@194(p1.00);3835@249(p1.00);4307@246(p1.00);4838@116(p1.00);5759@236(p1.00);6468@251(p1.00);8648@219(p1.00)
Taklamakan,39.25,86.75,Taklamakan_lat39p25_lon86p75,1900.0,1802.0,206.2,0.44,0.005,True,high,5.2,20,41@91(p0.19);99@91(p1.00);250@184(p0.32);375@194(p0.33);422@219(p0.64);502@186(p0.24);754@204(p0.26);951@199(p0.60);1132@201(p0.69);1514@181(p0.72);1802@206(p0.44);2145@176(p0.93);2706@181(p1.00);3040@174(p1.00);3414@166(p1.00);4064@91(p1.00);4565@101(p1.00);5434@256(p1.00);6855@91(p1.00);9166@91(p1.00)
Taklamakan,39.25,87.0,Taklamakan_lat39p25_lon87p00,2000.0,2024.0,213.8,0.648,0.042,True,high,1.2,18,74@241(p0.99);265@206(p0.30);334@191(p0.33);447@201(p0.30);502@201(p0.58);671@199(p0.75);951@199(p0.20);1132@189(p0.47);1428@229(p0.79);2024@214(p0.65);2868@204(p0.39);3221@206(p0.87);3618@174(p0.96);4307@171(p1.00);4838@244(p1.00);5759@236(p1.00);6468@109(p1.00);8648@246(p1.00)
Taklamakan,39.25,87.25,Taklamakan_lat39p25_lon87p25,2000.0,2145.0,206.2,0.787,0.036,True,high,7.3,17,74@266(p1.00);265@184(p0.17);298@214(p0.23);447@199(p0.18);532@169(p0.32);598@206(p0.15);671@166(p0.51);951@221(p0.71);1132@219(p0.31);1802@204(p0.47);2145@206(p0.79);3040@166(p0.35);3414@166(p1.00);3835@259(p1.00);4565@259(p1.00);5434@256(p1.00);6468@251(p1.00)
Taklamakan,39.25,87.5,Taklamakan_lat39p25_lon87p50,1700.0,1700.3,213.8,0.709,0.428,True,high,0.0,16,62@246(p0.62);157@239(p0.20);210@231(p0.15);250@234(p0.22);633@231(p0.52);1132@236(p0.94);1700@214(p0.71);2145@226(p0.56);2553@226(p0.90);2868@229(p0.86);3618@211(p1.00);4307@219(p1.00);5127@226(p1.00);5759@219(p1.00);7265@229(p1.00);8648@219(p1.00)
Taklamakan,39.25,91.0,Taklamakan_lat39p25_lon91p00,1800.0,1909.8,138.8,0.67,0.069,True,high,6.1,16,111@259(p1.00);354@234(p0.25);422@164(p0.30);532@244(p0.44);1008@141(p0.69);1348@136(p0.33);1514@146(p0.76);1910@139(p0.67);2706@181(p0.47);3221@174(p0.78);3835@211(p0.28);4307@164(p0.91);5127@159(p1.00);6103@121(p1.00);6855@109(p1.00);8648@219(p1.00)
Taklamakan,39.25,91.25,Taklamakan_lat39p25_lon91p25,3200.0,2868.0,96.2,0.899,0.931,True,high,10.4,17,88@96(p0.83);281@224(p0.33);375@101(p0.45);502@266(p0.22);633@104(p0.75);754@99(p0.15);951@249(p0.34);1132@101(p0.63);1604@94(p0.55);2145@101(p0.82);2553@96(p1.00);2868@96(p0.90);4064@101(p1.00);4565@101(p1.00);5434@104(p1.00);6855@109(p1.00);9166@91(p1.00)
